Iteration,Experiment,Train_EnvstepsSoFar,Eval_AverageReturn,seed,batch size,learning rate
64,b1024_r0.007,71870.0,144.0,seed_2,1024.0,0.007
65,b1024_r0.007,72944.0,77.33333587646484,seed_2,1024.0,0.007
66,b1024_r0.007,74022.0,78.83333587646484,seed_2,1024.0,0.007
67,b1024_r0.007,75079.0,65.71428680419922,seed_2,1024.0,0.007
68,b1024_r0.007,76135.0,57.875,seed_2,1024.0,0.007
69,b1024_r0.007,77191.0,57.57143020629883,seed_2,1024.0,0.007
70,b1024_r0.007,78270.0,57.28571319580078,seed_2,1024.0,0.007
71,b1024_r0.007,79302.0,72.0,seed_2,1024.0,0.007
72,b1024_r0.007,80362.0,77.0,seed_2,1024.0,0.007
73,b1024_r0.007,81468.0,85.80000305175781,seed_2,1024.0,0.007
74,b1024_r0.007,82525.0,100.25,seed_2,1024.0,0.007
75,b1024_r0.007,83598.0,105.25,seed_2,1024.0,0.007
76,b1024_r0.007,84696.0,200.5,seed_2,1024.0,0.007
77,b1024_r0.007,85813.0,307.0,seed_2,1024.0,0.007
78,b1024_r0.007,87062.0,174.6666717529297,seed_2,1024.0,0.007
79,b1024_r0.007,88189.0,152.3333282470703,seed_2,1024.0,0.007
80,b1024_r0.007,89279.0,114.0,seed_2,1024.0,0.007
81,b1024_r0.007,90306.0,105.75,seed_2,1024.0,0.007
82,b1024_r0.007,91381.0,103.75,seed_2,1024.0,0.007
83,b1024_r0.007,92509.0,105.25,seed_2,1024.0,0.007
84,b1024_r0.007,93656.0,107.75,seed_2,1024.0,0.007
85,b1024_r0.007,94764.0,135.3333282470703,seed_2,1024.0,0.007
